ID,INV,DATE,CATALOG,PCODE,QTY,CUSTNUM
3253,147805,2001-01-17,Pets,PT4600,4,1012000.0
3254,147805,2001-01-17,Pets,PT4600,1,1012000.0
3255,116399,1997-04-27,Gardening,GD3200,1,1137000.0
3256,152307,1997-11-03,Toys,TY3400,4,1137000.0
3257,211399,1998-08-17,Sports,SP2300,1,1137000.0
3258,211635,1998-08-18,Software,SW2181,4,1137000.0
3259,211635,1998-08-18,Software,SW3545,1,1137000.0
3260,211635,1998-08-18,Software,SW5952,4,1137000.0
3261,213064,1998-08-24,Toys,TY2400,1,1137000.0
3262,231459,1998-11-10,Sports,SP2600,1,1137000.0
3263,116399,2000-08-04,Gardening,GD3200,1,1137000.0
3264,152307,2001-02-10,Toys,TY3400,4,1137000.0
3265,113748,1997-04-12,Pets,PT4300,1,1222000.0
3266,137757,1997-08-18,Toys,TY4600,1,1222000.0
3267,147434,1997-10-08,Pets,PT1400,4,1222000.0
3268,153927,1997-11-12,Toys,TY4200,1,1222000.0
3269,230993,1998-11-08,Sports,SP1300,1,1222000.0
3270,230993,1998-11-08,Sports,SP1400,3,1222000.0
3271,236105,1998-11-30,Pets,PT1200,1,1222000.0
3272,241923,1998-12-25,Software,SW7385,1,1222000.0
3273,113748,2000-07-20,Pets,PT4300,1,1222000.0
3274,137757,2000-11-25,Toys,TY4600,1,1222000.0
3275,147434,2001-01-15,Pets,PT1400,4,1222000.0
3276,153927,2001-02-19,Toys,TY4200,1,1222000.0
3277,105518,1997-02-21,Pets,PT1300,4,1250000.0
3278,143136,1997-09-15,Sports,SP1400,1,1250000.0
3279,143136,1997-09-15,Sports,SP2500,2,1250000.0
3280,143136,1997-09-15,Sports,SP2600,3,1250000.0
3281,148359,1997-10-13,Pets,PT2100,1,1250000.0
3282,150618,1997-10-25,Gardening,GD1500,1,1250000.0
3283,150618,1997-10-25,Gardening,GD3000,3,1250000.0
3284,150618,1997-10-25,Gardening,GD3200,2,1250000.0
3285,168649,1998-02-03,Gardening,GD1100,1,1250000.0
3286,187576,1998-05-07,Toys,TY1200,3,1250000.0
3287,187576,1998-05-07,Toys,TY1850,1,1250000.0
3288,187576,1998-05-07,Toys,TY2300,4,1250000.0
3289,187576,1998-05-07,Toys,TY3800,1,1250000.0
3290,209481,1998-08-09,Pets,PT2200,1,1250000.0
3291,209481,1998-08-09,Pets,PT2300,1,1250000.0
3292,209481,1998-08-09,Pets,PT3200,1,1250000.0
3293,209481,1998-08-09,Pets,PT3200,3,1250000.0
3294,218965,1998-09-18,Gardening,GD2200,1,1250000.0
3295,223524,1998-10-07,Gardening,GD4100,1,1250000.0
3296,225348,1998-10-15,Toys,TY4200,1,1250000.0
3297,239627,1998-12-15,Pets,PT4600,1,1250000.0
3298,105518,2000-05-31,Pets,PT1300,4,1250000.0
3299,148359,2001-01-20,Pets,PT2100,1,1250000.0
3300,110993,1997-03-27,Sports,SP1200,1,1262000.0
3301,130222,1997-07-09,Toys,TY4200,1,1262000.0
3302,158917,1997-12-08,Collectibles,CC2200,3,1262000.0
3303,163533,1998-01-02,Sports,SP1000,1,1262000.0
3304,179408,1998-03-31,Software,SW1005,3,1262000.0
3305,179408,1998-03-31,Software,SW7013,1,1262000.0
3306,179408,1998-03-31,Software,SW7573,1,1262000.0
3307,179408,1998-03-31,Software,SW9604,1,1262000.0
3308,180934,1998-04-07,Collectibles,CC1500,4,1262000.0
3309,182262,1998-04-13,Gardening,GD1400,1,1262000.0
3310,198049,1998-06-21,Sports,SP2000,3,1262000.0
3311,198049,1998-06-21,Sports,SP2400,1,1262000.0
3312,198049,1998-06-21,Sports,SP2500,1,1262000.0
3313,219453,1998-09-20,Toys,TY1700,1,1262000.0
3314,230301,1998-11-05,Toys,TY5200,1,1262000.0
3315,238030,1998-12-08,Sports,SP2200,1,1262000.0
3316,241924,1998-12-25,Sports,SP1300,2,1262000.0
3317,241924,1998-12-25,Sports,SP3300,2,1262000.0
3318,241924,1998-12-25,Sports,SP3400,1,1262000.0
3319,110993,2000-07-04,Sports,SP1200,1,1262000.0
3320,130222,2000-10-16,Toys,TY4200,1,1262000.0
3321,158917,2001-03-17,Collectibles,CC2200,3,1262000.0
3322,163533,2001-04-11,Sports,SP1000,1,1262000.0
3323,122589,1997-05-30,Pets,PT3100,3,1355000.0
3324,122777,1997-05-31,Sports,SP1300,1,1355000.0
3325,143138,1997-09-15,Pets,PT4400,1,1355000.0
3326,166327,1998-01-20,Pets,PT3200,2,1355000.0
3327,209214,1998-08-08,Sports,SP3100,1,1355000.0
3328,221809,1998-09-30,Toys,TY3400,1,1355000.0
3329,223296,1998-10-06,Pets,PT3100,4,1355000.0
3330,122589,2000-09-06,Pets,PT3100,3,1355000.0
3331,122777,2000-09-07,Sports,SP1300,1,1355000.0
3332,143138,2000-12-23,Pets,PT4400,1,1355000.0
3333,166327,2001-04-29,Pets,PT3200,2,1355000.0
3334,102109,1997-01-28,Pets,PT4300,1,1387000.0
3335,113750,1997-04-12,Sports,SP2500,3,1387000.0
3336,121462,1997-05-24,Software,SW1207,1,1387000.0
3337,121462,1997-05-24,Software,SW2147,1,1387000.0
3338,121462,1997-05-24,Software,SW5493,1,1387000.0
3339,131671,1997-07-17,Sports,SP1500,1,1387000.0
3340,131671,1997-07-17,Sports,SP2000,2,1387000.0
3341,131671,1997-07-17,Sports,SP2500,1,1387000.0
3342,131671,1997-07-17,Sports,SP2700,1,1387000.0
3343,131869,1997-07-18,Pets,PT4100,1,1387000.0
3344,132081,1997-07-19,Gardening,GD2000,2,1387000.0
3345,132081,1997-07-19,Gardening,GD2000,1,1387000.0
3346,132081,1997-07-19,Gardening,GD3100,1,1387000.0
3347,132081,1997-07-19,Gardening,GD3400,2,1387000.0
3348,169362,1998-02-07,Software,SW4187,1,1387000.0
3349,169362,1998-02-07,Software,SW5952,4,1387000.0
3350,169362,1998-02-07,Software,SW6269,1,1387000.0
3351,169362,1998-02-07,Software,SW7935,1,1387000.0
3352,176756,1998-03-18,Sports,SP2700,1,1387000.0
3353,177337,1998-03-21,Sports,SP1000,1,1387000.0
3354,193092,1998-05-31,Toys,TY3700,1,1387000.0
3355,197104,1998-06-17,Pets,PT4200,1,1387000.0
3356,235407,1998-11-27,Pets,PT3500,1,1387000.0
3357,102109,2000-05-07,Pets,PT4300,1,1387000.0
3358,121462,2000-08-31,Software,SW1207,1,1387000.0
3359,121462,2000-08-31,Software,SW2147,1,1387000.0
3360,121462,2000-08-31,Software,SW5493,1,1387000.0
3361,131869,2000-10-25,Pets,PT4100,1,1387000.0
3362,132081,2000-10-26,Gardening,GD2000,2,1387000.0
3363,132081,2000-10-26,Gardening,GD2000,1,1387000.0
3364,132081,2000-10-26,Gardening,GD3100,1,1387000.0
3365,132081,2000-10-26,Gardening,GD3400,2,1387000.0
3366,169362,2001-05-17,Software,SW4187,1,1387000.0
3367,169362,2001-05-17,Software,SW5952,4,1387000.0
3368,169362,2001-05-17,Software,SW6269,1,1387000.0
3369,169362,2001-05-17,Software,SW7935,1,1387000.0
3370,99998,1997-01-12,Toys,TY2600,1,1512000.0
3371,129834,1997-07-07,Pets,PT1300,1,1512000.0
3372,129834,1997-07-07,Pets,PT1400,4,1512000.0
3373,129834,1997-07-07,Pets,PT2200,3,1512000.0
3374,130227,1997-07-09,Pets,PT2400,1,1512000.0
3375,135894,1997-08-08,Pets,PT4400,1,1512000.0
3376,148918,1997-10-16,Sports,SP2600,2,1512000.0
3377,180063,1998-04-03,Toys,TY3200,1,1512000.0
3378,182267,1998-04-13,Gardening,GD4100,3,1512000.0
3379,184930,1998-04-25,Toys,TY2500,4,1512000.0
3380,197353,1998-06-18,Pets,PT1100,1,1512000.0
3381,204316,1998-07-18,Software,SW2147,3,1512000.0
3382,204316,1998-07-18,Software,SW5338,1,1512000.0
3383,204316,1998-07-18,Software,SW7385,1,1512000.0
3384,204316,1998-07-18,Software,SW9521,3,1512000.0
3385,218730,1998-09-17,Pets,PT1000,1,1512000.0
3386,218730,1998-09-17,Pets,PT1400,1,1512000.0
3387,218730,1998-09-17,Pets,PT2400,4,1512000.0
3388,218730,1998-09-17,Pets,PT3300,1,1512000.0
3389,237332,1998-12-05,Software,SW6352,1,1512000.0
3390,237332,1998-12-05,Software,SW6531,4,1512000.0
3391,237332,1998-12-05,Software,SW7823,1,1512000.0
3392,99998,2000-04-21,Toys,TY2600,1,1512000.0
3393,129834,2000-10-14,Pets,PT1300,1,1512000.0
3394,129834,2000-10-14,Pets,PT1400,4,1512000.0
3395,129834,2000-10-14,Pets,PT2200,3,1512000.0
3396,130227,2000-10-16,Pets,PT2400,1,1512000.0
3397,135894,2000-11-15,Pets,PT4400,1,1512000.0
3398,148918,2001-01-23,Sports,SP2600,2,1512000.0
3399,115478,1997-04-22,Sports,SP1200,1,1637000.0
3400,159478,1997-12-11,Sports,SP2300,1,1637000.0
3401,167813,1998-01-29,Software,SW4792,2,1637000.0
3402,187346,1998-05-06,Sports,SP2700,1,1637000.0
3403,197108,1998-06-17,Sports,SP1500,1,1637000.0
3404,203183,1998-07-13,Pets,PT1200,4,1637000.0
3405,203183,1998-07-13,Pets,PT3200,1,1637000.0
3406,203183,1998-07-13,Pets,PT4400,1,1637000.0
3407,203183,1998-07-13,Pets,PT4600,1,1637000.0
3408,216861,1998-09-09,Pets,PT2000,1,1637000.0
3409,216861,1998-09-09,Pets,PT2400,4,1637000.0
3410,216861,1998-09-09,Pets,PT3300,1,1637000.0
3411,234271,1998-11-22,Software,SW4773,1,1637000.0
3412,242593,1998-12-28,Toys,TY1200,1,1637000.0
3413,115478,2000-07-30,Sports,SP1200,1,1637000.0
3414,159478,2001-03-20,Sports,SP2300,1,1637000.0
3415,167813,2001-05-08,Software,SW4792,2,1637000.0
3416,105195,1997-02-19,Pets,PT4300,2,1642000.0
3417,126013,1997-06-17,Sports,SP3300,1,1642000.0
3418,129637,1997-07-06,Sports,SP1000,4,1642000.0
3419,129637,1997-07-06,Sports,SP1300,1,1642000.0
3420,129637,1997-07-06,Sports,SP2000,4,1642000.0
3421,129637,1997-07-06,Sports,SP3400,3,1642000.0
3422,130398,1997-07-10,Collectibles,CC4200,1,1642000.0
3423,143734,1997-09-18,Pets,PT4200,1,1642000.0
3424,146746,1997-10-04,Pets,PT4500,1,1642000.0
3425,183350,1998-04-18,Gardening,GD1400,1,1642000.0
3426,183350,1998-04-18,Gardening,GD1500,1,1642000.0
3427,183350,1998-04-18,Gardening,GD2100,3,1642000.0
3428,183350,1998-04-18,Gardening,GD3400,1,1642000.0
3429,184734,1998-04-24,Pets,PT4400,1,1642000.0
3430,186491,1998-05-02,Pets,PT2200,1,1642000.0
3431,196610,1998-06-15,Sports,SP2000,1,1642000.0
3432,196610,1998-06-15,Sports,SP2300,3,1642000.0
3433,196610,1998-06-15,Sports,SP3100,3,1642000.0
3434,203861,1998-07-16,Toys,TY1750,1,1642000.0
3435,205481,1998-07-23,Sports,SP2000,1,1642000.0
3436,105195,2000-05-29,Pets,PT4300,2,1642000.0
3437,126013,2000-09-24,Sports,SP3300,1,1642000.0
3438,129637,2000-10-13,Sports,SP1000,4,1642000.0
3439,129637,2000-10-13,Sports,SP1300,1,1642000.0
3440,129637,2000-10-13,Sports,SP2000,4,1642000.0
3441,129637,2000-10-13,Sports,SP3400,3,1642000.0
3442,130398,2000-10-17,Collectibles,CC4200,1,1642000.0
3443,143734,2000-12-26,Pets,PT4200,1,1642000.0
3444,146746,2001-01-11,Pets,PT4500,1,1642000.0
3445,100784,1997-01-18,Sports,SP2700,1,1762000.0
3446,113757,1997-04-12,Toys,TY1950,3,1762000.0
3447,124646,1997-06-10,Sports,SP3400,1,1762000.0
3448,124829,1997-06-11,Gardening,GD2200,1,1762000.0
3449,135138,1997-08-04,Gardening,GD1500,1,1762000.0
3450,150217,1997-10-23,Pets,PT3300,2,1762000.0
3451,150217,1997-10-23,Pets,PT3500,2,1762000.0
3452,150217,1997-10-23,Pets,PT4100,1,1762000.0
3453,150217,1997-10-23,Pets,PT4400,3,1762000.0
3454,160439,1997-12-16,Toys,TY5400,3,1762000.0
3455,176966,1998-03-19,Sports,SP1400,4,1762000.0
3456,177343,1998-03-21,Sports,SP1600,1,1762000.0
3457,182271,1998-04-13,Pets,PT4100,1,1762000.0
3458,186037,1998-04-30,Gardening,GD2200,1,1762000.0
3459,196875,1998-06-16,Toys,TY5200,1,1762000.0
3460,224696,1998-10-12,Pets,PT1300,1,1762000.0
3461,224696,1998-10-12,Pets,PT1400,1,1762000.0
3462,224696,1998-10-12,Pets,PT3100,1,1762000.0
3463,224696,1998-10-12,Pets,PT3500,1,1762000.0
3464,230059,1998-11-04,Software,SW7935,1,1762000.0
3465,100784,2000-04-27,Sports,SP2700,1,1762000.0
3466,113757,2000-07-20,Toys,TY1950,3,1762000.0
3467,124646,2000-09-17,Sports,SP3400,1,1762000.0
3468,124829,2000-09-18,Gardening,GD2200,1,1762000.0
3469,135138,2000-11-11,Gardening,GD1500,1,1762000.0
3470,150217,2001-01-30,Pets,PT3300,2,1762000.0
3471,150217,2001-01-30,Pets,PT3500,2,1762000.0
3472,150217,2001-01-30,Pets,PT4100,1,1762000.0
3473,150217,2001-01-30,Pets,PT4400,3,1762000.0
3474,160439,2001-03-25,Toys,TY5400,3,1762000.0
3475,127055,1997-06-23,Toys,TY1800,1,1887000.0
3476,145974,1997-09-30,Pets,PT1200,1,1887000.0
3477,151400,1997-10-29,Sports,SP2400,3,1887000.0
3478,157967,1997-12-03,Gardening,GD1100,4,1887000.0
3479,171198,1998-02-17,Sports,SP2200,1,1887000.0
3480,182688,1998-04-15,Sports,SP1500,1,1887000.0
3481,184078,1998-04-21,Sports,SP1200,3,1887000.0
3482,184078,1998-04-21,Sports,SP3000,1,1887000.0
3483,184078,1998-04-21,Sports,SP3200,1,1887000.0
3484,188498,1998-05-11,Gardening,GD1500,1,1887000.0
3485,195176,1998-06-09,Toys,TY3700,3,1887000.0
3486,198750,1998-06-24,Toys,TY2400,1,1887000.0
3487,206413,1998-07-27,Software,SW7935,1,1887000.0
3488,207364,1998-07-31,Pets,PT1300,2,1887000.0
3489,207364,1998-07-31,Pets,PT2000,1,1887000.0
3490,207364,1998-07-31,Pets,PT2300,1,1887000.0
3491,207364,1998-07-31,Pets,PT4200,1,1887000.0
3492,127055,2000-09-30,Toys,TY1800,1,1887000.0
3493,145974,2001-01-07,Pets,PT1200,1,1887000.0
3494,151400,2001-02-05,Sports,SP2400,3,1887000.0
3495,157967,2001-03-12,Gardening,GD1100,4,1887000.0
3496,171198,2001-05-27,Sports,SP2200,1,1887000.0
3497,122960,1997-06-01,Toys,TY1300,2,1912000.0
3498,122960,1997-06-01,Toys,TY2100,1,1912000.0
3499,122960,1997-06-01,Toys,TY2700,1,1912000.0
3500,122960,1997-06-01,Toys,TY4100,1,1912000.0
3501,124470,1997-06-09,Pets,PT4500,1,1912000.0
3502,128060,1997-06-28,Sports,SP3300,1,1912000.0
3503,131682,1997-07-17,Pets,PT1300,1,1912000.0
3504,147630,1997-10-09,Pets,PT1400,1,1912000.0
3505,147630,1997-10-09,Pets,PT2200,1,1912000.0
3506,147630,1997-10-09,Pets,PT4600,1,1912000.0
3507,148925,1997-10-16,Toys,TY4400,1,1912000.0
3508,154534,1997-11-15,Software,SW7573,1,1912000.0
3509,191276,1998-05-23,Gardening,GD4000,2,1912000.0
3510,197119,1998-06-17,Toys,TY4100,3,1912000.0
3511,197119,1998-06-17,Toys,TY4400,2,1912000.0
3512,202260,1998-07-09,Toys,TY3100,1,1912000.0
3513,229359,1998-11-01,Pets,PT1400,1,1912000.0
3514,229359,1998-11-01,Pets,PT2100,2,1912000.0
3515,229359,1998-11-01,Pets,PT2400,1,1912000.0
3516,229359,1998-11-01,Pets,PT3500,3,1912000.0
3517,235418,1998-11-27,Pets,PT1000,1,1912000.0
3518,122960,2000-09-08,Toys,TY1300,2,1912000.0
3519,122960,2000-09-08,Toys,TY2100,1,1912000.0
3520,122960,2000-09-08,Toys,TY2700,1,1912000.0
3521,122960,2000-09-08,Toys,TY4100,1,1912000.0
3522,124470,2000-09-16,Pets,PT4500,1,1912000.0
3523,128060,2000-10-05,Sports,SP3300,1,1912000.0
3524,131682,2000-10-24,Pets,PT1300,1,1912000.0
3525,147630,2001-01-16,Pets,PT1400,1,1912000.0
3526,147630,2001-01-16,Pets,PT2200,1,1912000.0
3527,147630,2001-01-16,Pets,PT4600,1,1912000.0
3528,148925,2001-01-23,Toys,TY4400,1,1912000.0
3529,154534,2001-02-22,Software,SW7573,1,1912000.0
3530,118074,1997-05-06,Pets,PT4600,1,2012000.0
3531,121807,1997-05-26,Pets,PT1300,1,2012000.0
3532,155108,1997-11-18,Gardening,GD1300,1,2012000.0
3533,186045,1998-04-30,Sports,SP1100,1,2012000.0
3534,191733,1998-05-25,Pets,PT3500,1,2012000.0
3535,238049,1998-12-08,Pets,PT1300,1,2012000.0
3536,118074,2000-08-13,Pets,PT4600,1,2012000.0
3537,121807,2000-09-02,Pets,PT1300,1,2012000.0
3538,155108,2001-02-25,Gardening,GD1300,1,2012000.0
3539,105529,1997-02-21,Gardening,GD2100,1,2137000.0
3540,114435,1997-04-16,Sports,SP1500,1,2137000.0
3541,116766,1997-04-29,Sports,SP2200,1,2137000.0
3542,117899,1997-05-05,Sports,SP2200,3,2137000.0
3543,117899,1997-05-05,Sports,SP2400,1,2137000.0
3544,117899,1997-05-05,Sports,SP3400,1,2137000.0
3545,117899,1997-05-05,Sports,SP3400,1,2137000.0
3546,132818,1997-07-23,Sports,SP1500,1,2137000.0
3547,132818,1997-07-23,Sports,SP2000,1,2137000.0
3548,132818,1997-07-23,Sports,SP2400,3,2137000.0
3549,132818,1997-07-23,Sports,SP3100,2,2137000.0
3550,141045,1997-09-04,Software,SW2927,1,2137000.0
3551,165499,1998-01-15,Gardening,GD3300,1,2137000.0
3552,166670,1998-01-22,Sports,SP2500,1,2137000.0
3553,175752,1998-03-13,Software,SW4155,1,2137000.0
3554,188068,1998-05-09,Toys,TY4800,2,2137000.0
3555,199909,1998-06-29,Toys,TY2400,1,2137000.0
3556,199909,1998-06-29,Toys,TY3100,2,2137000.0
3557,199909,1998-06-29,Toys,TY5100,1,2137000.0
3558,212593,1998-08-22,Sports,SP1000,2,2137000.0
3559,236613,1998-12-02,Pets,PT4500,1,2137000.0
3560,105529,2000-05-31,Gardening,GD2100,1,2137000.0
3561,114435,2000-07-24,Sports,SP1500,1,2137000.0
3562,116766,2000-08-06,Sports,SP2200,1,2137000.0
3563,117899,2000-08-12,Sports,SP2200,3,2137000.0
3564,117899,2000-08-12,Sports,SP2400,1,2137000.0
3565,117899,2000-08-12,Sports,SP3400,1,2137000.0
3566,117899,2000-08-12,Sports,SP3400,1,2137000.0
3567,132818,2000-10-30,Sports,SP1500,1,2137000.0
3568,132818,2000-10-30,Sports,SP2000,1,2137000.0
3569,132818,2000-10-30,Sports,SP2400,3,2137000.0
3570,132818,2000-10-30,Sports,SP3100,2,2137000.0
3571,141045,2000-12-12,Software,SW2927,1,2137000.0
3572,165499,2001-04-24,Gardening,GD3300,1,2137000.0
3573,166670,2001-05-01,Sports,SP2500,1,2137000.0
3574,104736,1997-02-16,Sports,SP2300,4,2173000.0
3575,107409,1997-03-05,Software,SW3895,1,2173000.0
3576,107409,1997-03-05,Software,SW4155,1,2173000.0
3577,107409,1997-03-05,Software,SW4773,1,2173000.0
3578,107409,1997-03-05,Software,SW5901,1,2173000.0
3579,125050,1997-06-12,Sports,SP2500,1,2173000.0
3580,131882,1997-07-18,Sports,SP1300,4,2173000.0
3581,151404,1997-10-29,Collectibles,CC3400,1,2173000.0
3582,154924,1997-11-17,Toys,TY1950,1,2173000.0
3583,156066,1997-11-23,Toys,TY1600,4,2173000.0
3584,166982,1998-01-24,Gardening,GD1300,1,2173000.0
3585,170433,1998-02-13,Gardening,GD4100,1,2173000.0
3586,204070,1998-07-17,Sports,SP2600,1,2173000.0
3587,208521,1998-08-05,Pets,PT2100,1,2173000.0
3588,223986,1998-10-09,Collectibles,CC2300,1,2173000.0
3589,225836,1998-10-17,Sports,SP2200,1,2173000.0
3590,104736,2000-05-26,Sports,SP2300,4,2173000.0
3591,107409,2000-06-12,Software,SW3895,1,2173000.0
3592,107409,2000-06-12,Software,SW4155,1,2173000.0
3593,107409,2000-06-12,Software,SW4773,1,2173000.0
3594,107409,2000-06-12,Software,SW5901,1,2173000.0
3595,125050,2000-09-19,Sports,SP2500,1,2173000.0
3596,131882,2000-10-25,Sports,SP1300,4,2173000.0
3597,151404,2001-02-05,Collectibles,CC3400,1,2173000.0
3598,154924,2001-02-24,Toys,TY1950,1,2173000.0
3599,156066,2001-03-02,Toys,TY1600,4,2173000.0
3600,166982,2001-05-03,Gardening,GD1300,1,2173000.0
3601,170433,2001-05-23,Gardening,GD4100,1,2173000.0
3602,114270,1997-04-15,Software,SW6269,1,2263000.0
3603,138893,1997-08-24,Toys,TY4400,1,2263000.0
3604,158926,1997-12-08,Pets,PT2100,1,2263000.0
3605,168314,1998-02-01,Gardening,GD2400,1,2263000.0
3606,243350,1998-04-02,Pets,PT3200,3,2263000.0
3607,243350,1998-04-02,Pets,PT3200,4,2263000.0
3608,196885,1998-06-16,Sports,SP1000,1,2263000.0
3609,206420,1998-07-27,Collectibles,CC4700,1,2263000.0
3610,208991,1998-08-07,Software,SW9521,1,2263000.0
3611,229613,1998-11-02,Pets,PT2300,4,2263000.0
3612,114270,2000-07-23,Software,SW6269,1,2263000.0
3613,138893,2000-12-01,Toys,TY4400,1,2263000.0
3614,158926,2001-03-17,Pets,PT2100,1,2263000.0
3615,168314,2001-05-11,Gardening,GD2400,1,2263000.0
3616,98769,1997-01-02,Gardening,GD1010,1,2349000.0
3617,98769,1997-01-02,Gardening,GD1200,1,2349000.0
3618,98769,1997-01-02,Gardening,GD3000,1,2349000.0
3619,98769,1997-01-02,Gardening,GD3400,1,2349000.0
3620,99531,1997-01-08,Gardening,GD2000,3,2349000.0
3621,99531,1997-01-08,Gardening,GD3300,1,2349000.0
3622,99531,1997-01-08,Gardening,GD4100,1,2349000.0
3623,105981,1997-02-24,Toys,TY1500,1,2349000.0
3624,105981,1997-02-24,Toys,TY2200,1,2349000.0
3625,105981,1997-02-24,Toys,TY3600,1,2349000.0
3626,105981,1997-02-24,Toys,TY4700,2,2349000.0
3627,112152,1997-04-03,Sports,SP1000,3,2349000.0
3628,125258,1997-06-13,Pets,PT3400,3,2349000.0
3629,133973,1997-07-29,Toys,TY1600,1,2349000.0
3630,135904,1997-08-08,Software,SW1612,1,2349000.0
3631,140077,1997-08-30,Sports,SP2600,1,2349000.0
3632,147828,1997-10-10,Gardening,GD1200,2,2349000.0
3633,153756,1997-11-11,Toys,TY1600,3,2349000.0
3634,153756,1997-11-11,Toys,TY1650,1,2349000.0
3635,153756,1997-11-11,Toys,TY1950,3,2349000.0
3636,153756,1997-11-11,Toys,TY2300,1,2349000.0
3637,165674,1998-01-16,Gardening,GD4200,1,2349000.0
3638,166984,1998-01-24,Gardening,GD3100,1,2349000.0
3639,186702,1998-05-03,Software,SW2842,1,2349000.0
3640,193843,1998-06-03,Software,SW6269,1,2349000.0
3641,200649,1998-07-02,Sports,SP1200,1,2349000.0
3642,200649,1998-07-02,Sports,SP2400,1,2349000.0
3643,200649,1998-07-02,Sports,SP3100,1,2349000.0
3644,221592,1998-09-29,Toys,TY3500,1,2349000.0
3645,226801,1998-10-21,Pets,PT3300,1,2349000.0
3646,98769,2000-04-11,Gardening,GD1010,1,2349000.0
3647,98769,2000-04-11,Gardening,GD1200,1,2349000.0
3648,98769,2000-04-11,Gardening,GD3000,1,2349000.0
3649,98769,2000-04-11,Gardening,GD3400,1,2349000.0
3650,99531,2000-04-17,Gardening,GD2000,3,2349000.0
3651,99531,2000-04-17,Gardening,GD3300,1,2349000.0
3652,99531,2000-04-17,Gardening,GD4100,1,2349000.0
3653,105981,2000-06-03,Toys,TY1500,1,2349000.0
3654,105981,2000-06-03,Toys,TY2200,1,2349000.0
3655,105981,2000-06-03,Toys,TY3600,1,2349000.0
3656,105981,2000-06-03,Toys,TY4700,2,2349000.0
3657,112152,2000-07-11,Sports,SP1000,3,2349000.0
3658,125258,2000-09-20,Pets,PT3400,3,2349000.0
3659,133973,2000-11-05,Toys,TY1600,1,2349000.0
3660,135904,2000-11-15,Software,SW1612,1,2349000.0
3661,140077,2000-12-07,Sports,SP2600,1,2349000.0
3662,147828,2001-01-17,Gardening,GD1200,2,2349000.0
3663,153756,2001-02-18,Toys,TY1600,3,2349000.0
3664,153756,2001-02-18,Toys,TY1650,1,2349000.0
3665,153756,2001-02-18,Toys,TY1950,3,2349000.0
3666,153756,2001-02-18,Toys,TY2300,1,2349000.0
3667,165674,2001-04-25,Gardening,GD4200,1,2349000.0
3668,166984,2001-05-03,Gardening,GD3100,1,2349000.0
3669,136692,1997-08-12,Sports,SP1100,1,2388000.0
3670,162712,1997-12-28,Toys,TY3500,1,2388000.0
3671,198311,1998-06-22,Toys,TY1500,2,2388000.0
3672,198311,1998-06-22,Toys,TY1850,4,2388000.0
3673,198311,1998-06-22,Toys,TY5300,1,2388000.0
3674,203664,1998-07-15,Gardening,GD1200,1,2388000.0
3675,224704,1998-10-12,Sports,SP1000,1,2388000.0
3676,136692,2000-11-19,Sports,SP1100,1,2388000.0
3677,162712,2001-04-06,Toys,TY3500,1,2388000.0
3678,103607,1997-02-08,Pets,PT2000,4,2513000.0
3679,109144,1997-03-16,Toys,TY4300,1,2513000.0
3680,128648,1997-07-01,Gardening,GD1100,1,2513000.0
3681,128648,1997-07-01,Gardening,GD1600,1,2513000.0
3682,128648,1997-07-01,Gardening,GD2100,1,2513000.0
3683,128648,1997-07-01,Gardening,GD3200,3,2513000.0
3684,132446,1997-07-21,Pets,PT1400,1,2513000.0
3685,132446,1997-07-21,Pets,PT2000,1,2513000.0
3686,132446,1997-07-21,Pets,PT2100,1,2513000.0
3687,161216,1997-12-20,Software,SW2782,4,2513000.0
3688,182278,1998-04-13,Toys,TY2700,1,2513000.0
3689,182278,1998-04-13,Toys,TY4700,4,2513000.0
3690,182278,1998-04-13,Toys,TY4800,2,2513000.0
3691,182278,1998-04-13,Toys,TY5400,4,2513000.0
3692,196404,1998-06-14,Gardening,GD1001,1,2513000.0
3693,214454,1998-08-30,Pets,PT3400,1,2513000.0
3694,216352,1998-09-07,Pets,PT1100,1,2513000.0
3695,216352,1998-09-07,Pets,PT1300,1,2513000.0
3696,216352,1998-09-07,Pets,PT1400,2,2513000.0
3697,216352,1998-09-07,Pets,PT3100,1,2513000.0
3698,232177,1998-11-13,Sports,SP3400,1,2513000.0
3699,240100,1998-12-17,Pets,PT2300,3,2513000.0
3700,242162,1998-12-26,Toys,TY3500,1,2513000.0
3701,103607,2000-05-18,Pets,PT2000,4,2513000.0
3702,109144,2000-06-23,Toys,TY4300,1,2513000.0
3703,128648,2000-10-08,Gardening,GD1100,1,2513000.0
3704,128648,2000-10-08,Gardening,GD1600,1,2513000.0
3705,128648,2000-10-08,Gardening,GD2100,1,2513000.0
3706,128648,2000-10-08,Gardening,GD3200,3,2513000.0
3707,132446,2000-10-28,Pets,PT1400,1,2513000.0
3708,132446,2000-10-28,Pets,PT2000,1,2513000.0
3709,132446,2000-10-28,Pets,PT2100,1,2513000.0
3710,161216,2001-03-29,Software,SW2782,4,2513000.0
3711,103884,1997-02-10,Software,SW4550,2,2638000.0
3712,103884,1997-02-10,Software,SW5493,1,2638000.0
3713,103884,1997-02-10,Software,SW7573,2,2638000.0
3714,108333,1997-03-11,Sports,SP3000,1,2638000.0
3715,122789,1997-05-31,Pets,PT1200,3,2638000.0
3716,136094,1997-08-09,Pets,PT1400,1,2638000.0
